id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;veiculos
83308077;2015-01-24;Sábado;22:00:00;SP;116;151.0;SAO JOSE DOS CAMPOS;Outras;Colisão lateral;Sem Vítimas;Plena noite;Crescente;Ceu Claro;Dupla;Reta;Urbano;2;2
83308163;2015-01-11;Domingo;15:00:00;SP;116;224.7;GUARULHOS;Outras;Colisão lateral;Sem Vítimas;Pleno dia;Crescente;Nublado;Simples;Reta;Urbano;2;2
83308182;2015-01-15;Quinta;10:30:00;SP;116;228.0;SAO PAULO;Outras;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Nublado;Simples;Reta;Urbano;2;2
83308193;2015-01-22;Quinta;08:00:00;SP;116;157.0;SAO JOSE DOS CAMPOS;Não guardar distância de segurança;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Ceu Claro;Dupla;Reta;Urbano;3;3
83308224;2015-01-24;Sábado;05:30:00;SP;116;225.0;GUARULHOS;Falta de atenção;Colisão traseira;Sem Vítimas;Plena noite;Decrescente;Nublado;Simples;Reta;Urbano;2;2
83308225;2015-01-23;Sexta;15:35:00;SP;116;149.5;SAO JOSE DOS CAMPOS;Falta de atenção;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Nublado;Múltipla;Reta;Urbano;3;3
83308277;2015-01-21;Quarta;10:00:00;SP;116;144.0;SAO JOSE DOS CAMPOS;Defeito mecânico em veículo;Tombamento;Sem Vítimas;Pleno dia;Decrescente;Sol;Dupla;Reta;Urbano;1;1
83308282;2015-01-21;Quarta;21:40:00;SP;116;220.0;GUARULHOS;Outras;Colisão traseira;Com Vítimas Feridas;Plena noite;Decrescente;Nublado;Múltipla;Reta;Urbano;4;3
83308303;2015-01-25;Domingo;13:10:00;SP;116;113.0;TAUBATE;Outras;Incêndio;Com Vítimas Feridas;Pleno dia;Crescente;Ceu Claro;Dupla;Reta;Urbano;3;1
83308304;2015-01-21;Quarta;09:50:00;SP;116;217.0;GUARULHOS;Falta de atenção;Colisão lateral;Sem Vítimas;Pleno dia;Decrescente;Sol;Múltipla;Reta;Urbano;2;2
